1,114201,109854,87837,19228,91290,16433,55738,24005,32360,92520,63217,98420,102105,61591,31005,86424,100116,67536,95965,6781,109280,101688,14324,31346,81293,51455,32712,115626,80461,51823,70618,46501,42857,48138,107089,33366,1649,80139,108428,39440,30474,52102,93601,112813,52905,31912,54168,15893,45588,23059
2,111215,109632,113633,4207,112351,112107,115093,114077,114893,591,111170,115073,6731,5291,114539,111829,115199,114268,2958,8150,114744,110464,52766,114831,14106,7156,114740,113026,20333,82469,3001,112542,112852,116292,6368,111774,2420,115515,115905,14547,1604,11848,7197,116272,23727,113194,4619,39291,110389,113345
11,79868,19326,109233,17287,62673,103775,87107,114201,52766,7709,39291,3170,45431,3654,88605,10528,87254,14666,20201,9338,113569,57900,4453,116349,31054,45198,20208,10143,85292,61324,82029,57601,113564,116073,4829,12627,4971,26117,23583,112489,45652,7156,50819,77095,68105,70627,59255,115860,55774,80396
13,35243,20953,19519,99378,70989,9511,37662,42836,92839,10164,27358,100682,69008,60649,38278,54616,42567,24990,26691,98083,3829,112079,9152,52873,59436,45298,56204,25577,8809,33523,57329,30345,64826,58114,112085,52999,80976,95105,91241,34677,60887,78197,68846,106409,110324,76469,10795,4686,7188,106323
22,39469,376,5463,570,81106,34419,34078,6969,3907,49603,1313,34958,895,5572,10513,43263,114125,228,1894,6552,41138,83510,6368,29558,223,55936,14925,6248,27269,3904,332,308,6819,108852,6830,37544,448,11281,237,8338,30562,3013,4619,8481,6233,47804,56104,264,87728,80765
34,42429,77624,17849,91317,49616,4550,30800,62383,57014,60501,3341,39717,61261,4884,8526,7732,86,32850,42454,102715,7768,80945,33844,39001,652,93262,19645,75683,2792,74728,14055,65417,74945,7179,12195,32066,71582,36518,1932,21677,31921,30437,32198,5348,14819,597,25102,65177,4369,16914
35,112351,77439,46670,52766,26117,75986,49878,113203,86388,108557,12845,64753,114125,29813,117070,19651,112443,111813,46482,79155,20925,16026,110464,83116,114929,4340,2420,77085,43840,12127,67016,37743,116130,13500,62695,29621,6597,13663,116598,74574,114740,40685,13539,113115,5095,82501,5266,20032,76833,9550
44,77047,88371,25339,90153,67536,25385,25356,95536,110172,25178,109920,25454,99141,70414,25525,25306,69612,80333,71152,26714,76562,36071,88701,25260,69657,25197,69717,110318,85661,34083,1667,68793,62446,4640,69943,75830,113593,70618,16205,69640,27179,99108,42985,11713,45278,110968,72182,78709,73822,53276
45,112351,111225,4340,16391,80227,29594,87254,4483,111774,49787,102105,2420,6368,63217,104777,52766,34716,44534,31005,480,6568,34442,114055,14777,12845,39016,35452,8149,113569,76943,26732,2248,10143,42820,591,8180,21279,6731,115561,24471,107010,4230,13302,7709,42694,39291,4999,472,3531,25836
55,95867,25339,4159,85459,56455,78680,100510,59795,108132,81926,53403,25156,81218,55210,33547,99150,5238,62902,81759,88385,100940,51281,17310,61676,14857,11768,26594,3326,57881,49353,80618,87011,43008,23650,5939,7919,77064,101350,35913,40981,25454,69312,67567,35250,65565,51039,24734,51803,25385,97829
57,69717,35152,47382,78914,10716,68793,24689,77999,37781,47622,25959,22083,47839,10676,8633,32900,114125,78129,28860,77877,24923,98687,114344,115860,35493,36856,77966,87420,25957,23583,22923,1738,77198,116073,108132,87107,82501,28507,50831,79590,108754,113203,6923,113569,5483,97454,49684,7674,3318,29034
